# test name,category,real vulnerability,cwe,Benchmark version: 1.2,2016-06-1,Full Category Name
BenchmarkTest00913,weakrand,False,330,,,Weak Randomness
BenchmarkTest00914,weakrand,False,330,,,Weak Randomness
BenchmarkTest00915,weakrand,False,330,,,Weak Randomness
BenchmarkTest00916,weakrand,False,330,,,Weak Randomness
BenchmarkTest00917,weakrand,False,330,,,Weak Randomness
BenchmarkTest00918,weakrand,False,330,,,Weak Randomness
BenchmarkTest00919,weakrand,False,330,,,Weak Randomness
BenchmarkTest00920,weakrand,False,330,,,Weak Randomness
BenchmarkTest00921,weakrand,False,330,,,Weak Randomness
BenchmarkTest00922,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00923,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00924,sqli,False,89,,,SQL Injection
BenchmarkTest00925,sqli,False,89,,,SQL Injection
BenchmarkTest00926,sqli,False,89,,,SQL Injection
BenchmarkTest00927,sqli,False,89,,,SQL Injection
BenchmarkTest00928,sqli,False,89,,,SQL Injection
BenchmarkTest00929,sqli,False,89,,,SQL Injection
BenchmarkTest00930,sqli,False,89,,,SQL Injection
BenchmarkTest00931,sqli,False,89,,,SQL Injection
BenchmarkTest00932,sqli,False,89,,,SQL Injection
BenchmarkTest00933,sqli,False,89,,,SQL Injection
BenchmarkTest00934,sqli,False,89,,,SQL Injection
BenchmarkTest00935,sqli,False,89,,,SQL Injection
BenchmarkTest00936,sqli,False,89,,,SQL Injection
BenchmarkTest00937,sqli,False,89,,,SQL Injection
BenchmarkTest00938,sqli,False,89,,,SQL Injection
BenchmarkTest00939,sqli,False,89,,,SQL Injection
BenchmarkTest00940,sqli,False,89,,,SQL Injection
BenchmarkTest00941,xpathi,False,643,,,XPATH Injection
BenchmarkTest00942,crypto,False,327,,,Weak Cryptography
BenchmarkTest00943,crypto,False,327,,,Weak Cryptography
BenchmarkTest00944,crypto,False,327,,,Weak Cryptography
BenchmarkTest00945,crypto,True,327,,,Weak Cryptography
BenchmarkTest00946,crypto,True,327,,,Weak Cryptography
BenchmarkTest00947,ldapi,True,90,,,LDAP Injection
BenchmarkTest00948,ldapi,False,90,,,LDAP Injection
BenchmarkTest00949,pathtraver,True,22,,,Path Traversal
BenchmarkTest00950,pathtraver,True,22,,,Path Traversal
BenchmarkTest00951,pathtraver,False,22,,,Path Traversal
BenchmarkTest00952,pathtraver,True,22,,,Path Traversal
BenchmarkTest00953,pathtraver,True,22,,,Path Traversal
BenchmarkTest00954,pathtraver,False,22,,,Path Traversal
BenchmarkTest00955,pathtraver,False,22,,,Path Traversal
BenchmarkTest00956,pathtraver,True,22,,,Path Traversal
BenchmarkTest00957,pathtraver,False,22,,,Path Traversal
BenchmarkTest00958,pathtraver,False,22,,,Path Traversal
BenchmarkTest00959,ldapi,True,90,,,LDAP Injection
BenchmarkTest00960,weakrand,True,330,,,Weak Randomness
BenchmarkTest00961,hash,True,328,,,Weak Hashing
BenchmarkTest00962,hash,False,328,,,Weak Hashing
BenchmarkTest00963,hash,True,328,,,Weak Hashing
BenchmarkTest00964,hash,False,328,,,Weak Hashing
BenchmarkTest00965,hash,False,328,,,Weak Hashing
BenchmarkTest00966,hash,False,328,,,Weak Hashing
BenchmarkTest00967,hash,False,328,,,Weak Hashing
BenchmarkTest00968,cmdi,True,78,,,Command Injection
BenchmarkTest00969,cmdi,False,78,,,Command Injection
BenchmarkTest00970,cmdi,False,78,,,Command Injection
BenchmarkTest00971,weakrand,True,330,,,Weak Randomness
BenchmarkTest00972,weakrand,True,330,,,Weak Randomness
BenchmarkTest00973,weakrand,True,330,,,Weak Randomness
BenchmarkTest00974,weakrand,True,330,,,Weak Randomness
BenchmarkTest00975,weakrand,True,330,,,Weak Randomness
BenchmarkTest00976,weakrand,True,330,,,Weak Randomness
BenchmarkTest00977,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00978,cmdi,False,78,,,Command Injection
BenchmarkTest00979,cmdi,True,78,,,Command Injection
BenchmarkTest00980,cmdi,False,78,,,Command Injection
BenchmarkTest00981,cmdi,True,78,,,Command Injection
BenchmarkTest00982,cmdi,False,78,,,Command Injection
BenchmarkTest00983,cmdi,True,78,,,Command Injection
BenchmarkTest00984,weakrand,False,330,,,Weak Randomness
BenchmarkTest00985,weakrand,False,330,,,Weak Randomness
BenchmarkTest00986,weakrand,False,330,,,Weak Randomness
BenchmarkTest00987,weakrand,False,330,,,Weak Randomness
BenchmarkTest00988,weakrand,False,330,,,Weak Randomness
BenchmarkTest00989,weakrand,False,330,,,Weak Randomness
BenchmarkTest00990,weakrand,False,330,,,Weak Randomness
BenchmarkTest00991,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00992,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00993,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00994,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00995,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00996,sqli,True,89,,,SQL Injection
BenchmarkTest00997,sqli,True,89,,,SQL Injection
BenchmarkTest00998,sqli,True,89,,,SQL Injection
BenchmarkTest00999,sqli,False,89,,,SQL Injection
BenchmarkTest01000,sqli,True,89,,,SQL Injection
BenchmarkTest01001,sqli,False,89,,,SQL Injection
BenchmarkTest01002,sqli,True,89,,,SQL Injection
BenchmarkTest01003,sqli,True,89,,,SQL Injection
BenchmarkTest01004,sqli,True,89,,,SQL Injection
BenchmarkTest01005,sqli,True,89,,,SQL Injection
BenchmarkTest01006,sqli,True,89,,,SQL Injection
BenchmarkTest01007,sqli,True,89,,,SQL Injection
BenchmarkTest01008,sqli,True,89,,,SQL Injection
BenchmarkTest01009,sqli,True,89,,,SQL Injection
BenchmarkTest01010,sqli,False,89,,,SQL Injection
BenchmarkTest01011,sqli,True,89,,,SQL Injection
BenchmarkTest01012,sqli,False,89,,,SQL Injection
BenchmarkTest01013,xpathi,False,643,,,XPATH Injection
BenchmarkTest01014,xpathi,False,643,,,XPATH Injection
BenchmarkTest01015,crypto,True,327,,,Weak Cryptography
BenchmarkTest01016,crypto,True,327,,,Weak Cryptography
BenchmarkTest01017,crypto,True,327,,,Weak Cryptography
BenchmarkTest01018,crypto,True,327,,,Weak Cryptography
BenchmarkTest01019,crypto,False,327,,,Weak Cryptography
BenchmarkTest01020,crypto,True,327,,,Weak Cryptography
BenchmarkTest01021,crypto,False,327,,,Weak Cryptography
BenchmarkTest01022,crypto,False,327,,,Weak Cryptography
BenchmarkTest01023,ldapi,True,90,,,LDAP Injection
BenchmarkTest01024,ldapi,False,90,,,LDAP Injection
BenchmarkTest01025,pathtraver,True,22,,,Path Traversal
BenchmarkTest01026,pathtraver,False,22,,,Path Traversal
BenchmarkTest01027,pathtraver,False,22,,,Path Traversal
BenchmarkTest01028,pathtraver,False,22,,,Path Traversal
BenchmarkTest01029,pathtraver,True,22,,,Path Traversal
BenchmarkTest01030,pathtraver,False,22,,,Path Traversal
BenchmarkTest01031,pathtraver,False,22,,,Path Traversal
BenchmarkTest01032,pathtraver,True,22,,,Path Traversal
BenchmarkTest01033,pathtraver,True,22,,,Path Traversal
BenchmarkTest01034,pathtraver,True,22,,,Path Traversal
BenchmarkTest01035,pathtraver,False,22,,,Path Traversal
BenchmarkTest01036,pathtraver,False,22,,,Path Traversal
BenchmarkTest01037,hash,False,328,,,Weak Hashing
BenchmarkTest01038,hash,True,328,,,Weak Hashing
BenchmarkTest01039,hash,False,328,,,Weak Hashing
BenchmarkTest01040,hash,False,328,,,Weak Hashing
BenchmarkTest01041,hash,True,328,,,Weak Hashing
BenchmarkTest01042,hash,True,328,,,Weak Hashing
BenchmarkTest01043,hash,True,328,,,Weak Hashing
BenchmarkTest01044,hash,True,328,,,Weak Hashing
BenchmarkTest01045,hash,False,328,,,Weak Hashing
BenchmarkTest01046,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01047,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01048,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01049,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01050,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01051,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01052,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01053,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01054,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01055,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01056,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01057,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01058,weakrand,True,330,,,Weak Randomness
BenchmarkTest01059,weakrand,True,330,,,Weak Randomness
BenchmarkTest01060,weakrand,True,330,,,Weak Randomness
BenchmarkTest01061,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01062,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01063,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01064,cmdi,True,78,,,Command Injection
BenchmarkTest01065,cmdi,False,78,,,Command Injection
BenchmarkTest01066,cmdi,True,78,,,Command Injection
BenchmarkTest01067,cmdi,False,78,,,Command Injection
BenchmarkTest01068,cmdi,False,78,,,Command Injection
BenchmarkTest01069,weakrand,False,330,,,Weak Randomness
BenchmarkTest01070,weakrand,False,330,,,Weak Randomness
BenchmarkTest01071,weakrand,False,330,,,Weak Randomness
BenchmarkTest01072,weakrand,False,330,,,Weak Randomness
BenchmarkTest01073,weakrand,False,330,,,Weak Randomness
BenchmarkTest01074,weakrand,False,330,,,Weak Randomness
BenchmarkTest01075,weakrand,False,330,,,Weak Randomness
BenchmarkTest01076,weakrand,False,330,,,Weak Randomness
BenchmarkTest01077,weakrand,False,330,,,Weak Randomness
BenchmarkTest01078,weakrand,False,330,,,Weak Randomness
BenchmarkTest01079,weakrand,False,330,,,Weak Randomness
BenchmarkTest01080,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01081,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01082,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01083,sqli,True,89,,,SQL Injection
BenchmarkTest01084,sqli,True,89,,,SQL Injection
BenchmarkTest01085,sqli,False,89,,,SQL Injection
BenchmarkTest01086,sqli,False,89,,,SQL Injection
BenchmarkTest01087,sqli,True,89,,,SQL Injection
BenchmarkTest01088,sqli,True,89,,,SQL Injection
BenchmarkTest01089,sqli,False,89,,,SQL Injection
BenchmarkTest01090,sqli,True,89,,,SQL Injection
BenchmarkTest01091,sqli,True,89,,,SQL Injection
BenchmarkTest01092,sqli,False,89,,,SQL Injection
BenchmarkTest01093,sqli,True,89,,,SQL Injection
BenchmarkTest01094,sqli,True,89,,,SQL Injection
BenchmarkTest01095,sqli,False,89,,,SQL Injection
BenchmarkTest01096,sqli,False,89,,,SQL Injection
BenchmarkTest01097,sqli,True,89,,,SQL Injection
BenchmarkTest01098,sqli,False,89,,,SQL Injection
BenchmarkTest01099,crypto,True,327,,,Weak Cryptography
BenchmarkTest01100,crypto,False,327,,,Weak Cryptography
BenchmarkTest01101,crypto,False,327,,,Weak Cryptography
BenchmarkTest01102,crypto,True,327,,,Weak Cryptography
BenchmarkTest01103,crypto,True,327,,,Weak Cryptography
BenchmarkTest01104,crypto,False,327,,,Weak Cryptography
BenchmarkTest01105,crypto,True,327,,,Weak Cryptography
BenchmarkTest01106,crypto,True,327,,,Weak Cryptography
BenchmarkTest01107,crypto,True,327,,,Weak Cryptography
BenchmarkTest01108,crypto,False,327,,,Weak Cryptography
BenchmarkTest01109,pathtraver,False,22,,,Path Traversal
BenchmarkTest01110,pathtraver,False,22,,,Path Traversal
BenchmarkTest01111,pathtraver,True,22,,,Path Traversal
BenchmarkTest01112,pathtraver,True,22,,,Path Traversal
BenchmarkTest01113,pathtraver,False,22,,,Path Traversal
BenchmarkTest01114,pathtraver,False,22,,,Path Traversal
BenchmarkTest01115,pathtraver,False,22,,,Path Traversal
BenchmarkTest01116,pathtraver,True,22,,,Path Traversal
BenchmarkTest01117,pathtraver,True,22,,,Path Traversal
BenchmarkTest01118,pathtraver,False,22,,,Path Traversal
BenchmarkTest01119,weakrand,True,330,,,Weak Randomness
BenchmarkTest01120,hash,False,328,,,Weak Hashing
BenchmarkTest01121,hash,False,328,,,Weak Hashing
BenchmarkTest01122,hash,False,328,,,Weak Hashing
BenchmarkTest01123,hash,True,328,,,Weak Hashing
BenchmarkTest01124,hash,True,328,,,Weak Hashing
BenchmarkTest01125,hash,False,328,,,Weak Hashing
BenchmarkTest01126,hash,False,328,,,Weak Hashing
BenchmarkTest01127,weakrand,True,330,,,Weak Randomness
BenchmarkTest01128,weakrand,True,330,,,Weak Randomness
BenchmarkTest01129,weakrand,True,330,,,Weak Randomness
BenchmarkTest01130,weakrand,True,330,,,Weak Randomness
BenchmarkTest01131,weakrand,True,330,,,Weak Randomness
BenchmarkTest01132,weakrand,True,330,,,Weak Randomness
BenchmarkTest01133,weakrand,True,330,,,Weak Randomness
BenchmarkTest01134,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01135,weakrand,False,330,,,Weak Randomness
BenchmarkTest01136,weakrand,False,330,,,Weak Randomness
BenchmarkTest01137,weakrand,False,330,,,Weak Randomness
BenchmarkTest01138,weakrand,False,330,,,Weak Randomness
BenchmarkTest01139,weakrand,False,330,,,Weak Randomness
BenchmarkTest01140,weakrand,False,330,,,Weak Randomness
BenchmarkTest01141,weakrand,False,330,,,Weak Randomness
BenchmarkTest01142,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01143,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01144,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01145,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01146,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01147,crypto,False,327,,,Weak Cryptography
BenchmarkTest01148,crypto,True,327,,,Weak Cryptography
BenchmarkTest01149,crypto,True,327,,,Weak Cryptography
BenchmarkTest01150,crypto,True,327,,,Weak Cryptography
BenchmarkTest01151,crypto,False,327,,,Weak Cryptography
BenchmarkTest01152,crypto,False,327,,,Weak Cryptography
BenchmarkTest01153,crypto,False,327,,,Weak Cryptography
BenchmarkTest01154,ldapi,False,90,,,LDAP Injection
BenchmarkTest01155,pathtraver,True,22,,,Path Traversal
BenchmarkTest01156,pathtraver,True,22,,,Path Traversal
BenchmarkTest01157,pathtraver,True,22,,,Path Traversal
BenchmarkTest01158,pathtraver,False,22,,,Path Traversal
BenchmarkTest01159,pathtraver,False,22,,,Path Traversal
BenchmarkTest01160,pathtraver,False,22,,,Path Traversal
BenchmarkTest01161,pathtraver,True,22,,,Path Traversal
BenchmarkTest01162,weakrand,True,330,,,Weak Randomness
BenchmarkTest01163,weakrand,True,330,,,Weak Randomness
BenchmarkTest01164,hash,False,328,,,Weak Hashing
BenchmarkTest01165,hash,True,328,,,Weak Hashing
BenchmarkTest01166,hash,True,328,,,Weak Hashing
BenchmarkTest01167,hash,True,328,,,Weak Hashing
BenchmarkTest01168,hash,True,328,,,Weak Hashing
BenchmarkTest01169,hash,False,328,,,Weak Hashing
BenchmarkTest01170,hash,False,328,,,Weak Hashing
BenchmarkTest01171,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01172,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01173,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01174,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01175,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01176,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01177,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01178,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01179,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01180,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01181,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01182,cmdi,False,78,,,Command Injection
BenchmarkTest01183,weakrand,True,330,,,Weak Randomness
BenchmarkTest01184,weakrand,True,330,,,Weak Randomness
BenchmarkTest01185,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01186,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01187,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01188,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01189,cmdi,False,78,,,Command Injection
BenchmarkTest01190,cmdi,True,78,,,Command Injection
BenchmarkTest01191,cmdi,True,78,,,Command Injection
BenchmarkTest01192,cmdi,True,78,,,Command Injection
BenchmarkTest01193,cmdi,False,78,,,Command Injection
BenchmarkTest01194,cmdi,True,78,,,Command Injection
BenchmarkTest01195,weakrand,False,330,,,Weak Randomness
BenchmarkTest01196,weakrand,False,330,,,Weak Randomness
BenchmarkTest01197,weakrand,False,330,,,Weak Randomness
BenchmarkTest01198,weakrand,False,330,,,Weak Randomness
BenchmarkTest01199,weakrand,False,330,,,Weak Randomness
BenchmarkTest01200,weakrand,False,330,,,Weak Randomness
BenchmarkTest01201,weakrand,False,330,,,Weak Randomness
BenchmarkTest01202,weakrand,False,330,,,Weak Randomness
BenchmarkTest01203,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01204,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01205,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01206,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01207,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01208,sqli,True,89,,,SQL Injection
BenchmarkTest01209,sqli,True,89,,,SQL Injection
BenchmarkTest01210,sqli,True,89,,,SQL Injection
BenchmarkTest01211,sqli,True,89,,,SQL Injection
BenchmarkTest01212,sqli,False,89,,,SQL Injection
BenchmarkTest01213,sqli,False,89,,,SQL Injection
BenchmarkTest01214,sqli,True,89,,,SQL Injection
BenchmarkTest01215,sqli,False,89,,,SQL Injection
BenchmarkTest01216,sqli,False,89,,,SQL Injection
BenchmarkTest01217,sqli,False,89,,,SQL Injection
BenchmarkTest01218,sqli,False,89,,,SQL Injection
BenchmarkTest01219,sqli,False,89,,,SQL Injection
BenchmarkTest01220,sqli,False,89,,,SQL Injection
BenchmarkTest01221,sqli,True,89,,,SQL Injection
BenchmarkTest01222,sqli,True,89,,,SQL Injection
BenchmarkTest01223,xpathi,True,643,,,XPATH Injection
BenchmarkTest01224,xpathi,True,643,,,XPATH Injection
BenchmarkTest01225,xpathi,False,643,,,XPATH Injection
BenchmarkTest01226,crypto,False,327,,,Weak Cryptography
BenchmarkTest01227,crypto,False,327,,,Weak Cryptography
BenchmarkTest01228,crypto,True,327,,,Weak Cryptography
BenchmarkTest01229,crypto,True,327,,,Weak Cryptography
BenchmarkTest01230,crypto,True,327,,,Weak Cryptography
BenchmarkTest01231,pathtraver,True,22,,,Path Traversal
BenchmarkTest01232,pathtraver,True,22,,,Path Traversal
BenchmarkTest01233,pathtraver,False,22,,,Path Traversal
BenchmarkTest01234,pathtraver,True,22,,,Path Traversal
BenchmarkTest01235,pathtraver,True,22,,,Path Traversal
BenchmarkTest01236,pathtraver,True,22,,,Path Traversal
BenchmarkTest01237,pathtraver,False,22,,,Path Traversal
BenchmarkTest01238,pathtraver,True,22,,,Path Traversal
BenchmarkTest01239,pathtraver,False,22,,,Path Traversal
BenchmarkTest01240,pathtraver,False,22,,,Path Traversal
BenchmarkTest01241,ldapi,True,90,,,LDAP Injection
BenchmarkTest01242,ldapi,True,90,,,LDAP Injection
BenchmarkTest01243,ldapi,True,90,,,LDAP Injection
BenchmarkTest01244,hash,True,328,,,Weak Hashing
BenchmarkTest01245,hash,False,328,,,Weak Hashing
BenchmarkTest01246,hash,True,328,,,Weak Hashing
BenchmarkTest01247,hash,True,328,,,Weak Hashing
BenchmarkTest01248,hash,True,328,,,Weak Hashing
BenchmarkTest01249,hash,False,328,,,Weak Hashing
BenchmarkTest01250,hash,False,328,,,Weak Hashing
BenchmarkTest01251,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01252,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01253,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01254,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01255,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01256,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01257,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01258,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01259,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01260,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01261,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01262,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01263,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01264,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01265,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01266,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01267,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01268,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01269,cmdi,False,78,,,Command Injection
BenchmarkTest01270,cmdi,True,78,,,Command Injection
BenchmarkTest01271,weakrand,True,330,,,Weak Randomness
BenchmarkTest01272,weakrand,True,330,,,Weak Randomness
BenchmarkTest01273,weakrand,True,330,,,Weak Randomness
BenchmarkTest01274,weakrand,True,330,,,Weak Randomness
BenchmarkTest01275,weakrand,True,330,,,Weak Randomness
BenchmarkTest01276,weakrand,True,330,,,Weak Randomness
BenchmarkTest01277,weakrand,True,330,,,Weak Randomness
BenchmarkTest01278,weakrand,True,330,,,Weak Randomness
BenchmarkTest01279,weakrand,True,330,,,Weak Randomness
BenchmarkTest01280,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01281,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01282,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01283,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01284,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01285,cmdi,True,78,,,Command Injection
BenchmarkTest01286,cmdi,True,78,,,Command Injection
BenchmarkTest01287,cmdi,True,78,,,Command Injection
BenchmarkTest01288,cmdi,True,78,,,Command Injection
BenchmarkTest01289,cmdi,False,78,,,Command Injection
BenchmarkTest01290,cmdi,False,78,,,Command Injection
BenchmarkTest01291,weakrand,False,330,,,Weak Randomness
BenchmarkTest01292,weakrand,False,330,,,Weak Randomness
BenchmarkTest01293,weakrand,False,330,,,Weak Randomness
BenchmarkTest01294,weakrand,False,330,,,Weak Randomness
BenchmarkTest01295,weakrand,False,330,,,Weak Randomness
BenchmarkTest01296,weakrand,False,330,,,Weak Randomness
BenchmarkTest01297,weakrand,False,330,,,Weak Randomness
BenchmarkTest01298,weakrand,False,330,,,Weak Randomness
BenchmarkTest01299,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01300,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01301,sqli,False,89,,,SQL Injection
BenchmarkTest01302,sqli,True,89,,,SQL Injection
BenchmarkTest01303,sqli,False,89,,,SQL Injection
BenchmarkTest01304,sqli,True,89,,,SQL Injection
BenchmarkTest01305,sqli,False,89,,,SQL Injection
BenchmarkTest01306,sqli,True,89,,,SQL Injection
BenchmarkTest01307,sqli,False,89,,,SQL Injection
BenchmarkTest01308,sqli,True,89,,,SQL Injection
BenchmarkTest01309,sqli,False,89,,,SQL Injection
BenchmarkTest01310,sqli,False,89,,,SQL Injection
BenchmarkTest01311,sqli,True,89,,,SQL Injection
BenchmarkTest01312,sqli,True,89,,,SQL Injection
BenchmarkTest01313,sqli,True,89,,,SQL Injection
BenchmarkTest01314,sqli,True,89,,,SQL Injection
BenchmarkTest01315,sqli,False,89,,,SQL Injection
BenchmarkTest01316,xpathi,True,643,,,XPATH Injection
BenchmarkTest01317,crypto,True,327,,,Weak Cryptography
BenchmarkTest01318,crypto,True,327,,,Weak Cryptography
BenchmarkTest01319,crypto,False,327,,,Weak Cryptography
BenchmarkTest01320,crypto,True,327,,,Weak Cryptography
BenchmarkTest01321,crypto,False,327,,,Weak Cryptography
BenchmarkTest01322,crypto,True,327,,,Weak Cryptography
BenchmarkTest01323,crypto,True,327,,,Weak Cryptography
BenchmarkTest01324,crypto,False,327,,,Weak Cryptography
BenchmarkTest01325,crypto,True,327,,,Weak Cryptography
BenchmarkTest01326,ldapi,True,90,,,LDAP Injection
BenchmarkTest01327,ldapi,False,90,,,LDAP Injection
BenchmarkTest01328,pathtraver,False,22,,,Path Traversal
BenchmarkTest01329,pathtraver,True,22,,,Path Traversal
BenchmarkTest01330,pathtraver,True,22,,,Path Traversal
BenchmarkTest01331,pathtraver,False,22,,,Path Traversal
BenchmarkTest01332,hash,False,328,,,Weak Hashing
BenchmarkTest01333,hash,True,328,,,Weak Hashing
BenchmarkTest01334,hash,True,328,,,Weak Hashing
BenchmarkTest01335,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01336,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01337,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01338,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01339,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01340,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01341,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01342,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01343,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01344,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01345,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01346,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01347,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01348,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01349,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01350,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01351,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01352,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01353,cmdi,False,78,,,Command Injection
BenchmarkTest01354,weakrand,True,330,,,Weak Randomness
BenchmarkTest01355,weakrand,True,330,,,Weak Randomness
BenchmarkTest01356,weakrand,True,330,,,Weak Randomness
BenchmarkTest01357,weakrand,True,330,,,Weak Randomness
BenchmarkTest01358,weakrand,True,330,,,Weak Randomness
BenchmarkTest01359,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01360,cmdi,True,78,,,Command Injection
BenchmarkTest01361,cmdi,True,78,,,Command Injection
BenchmarkTest01362,cmdi,True,78,,,Command Injection
BenchmarkTest01363,cmdi,True,78,,,Command Injection
BenchmarkTest01364,cmdi,False,78,,,Command Injection
BenchmarkTest01365,cmdi,False,78,,,Command Injection
BenchmarkTest01366,weakrand,False,330,,,Weak Randomness
BenchmarkTest01367,weakrand,False,330,,,Weak Randomness
BenchmarkTest01368,weakrand,False,330,,,Weak Randomness
BenchmarkTest01369,weakrand,False,330,,,Weak Randomness
BenchmarkTest01370,weakrand,False,330,,,Weak Randomness
BenchmarkTest01371,weakrand,False,330,,,Weak Randomness
